from_path,to_path,status_code
/upcp_product/baseboard-1867-7-inch-bas702/,/products/trim-mouldings/baseboard-1867-7-inch-bas702/,301
/mouldings/product/baseboard-1867-7-inch-bas702/,/products/trim-mouldings/baseboard-1867-7-inch-bas702/,301
/interior-doors/product/baseboard-1867-7-inch-bas702/,/products/trim-mouldings/baseboard-1867-7-inch-bas702/,301
/doors/product/baseboard-1867-7-inch-bas702/,/products/trim-mouldings/baseboard-1867-7-inch-bas702/,301
/upcp_product/baseboard-colonial-7-inch-bas704/,/products/trim-mouldings/baseboard-colonial-7-inch-bas704/,301
/mouldings/product/baseboard-colonial-7-inch-bas704/,/products/trim-mouldings/baseboard-colonial-7-inch-bas704/,301
/interior-doors/product/baseboard-colonial-7-inch-bas704/,/products/trim-mouldings/baseboard-colonial-7-inch-bas704/,301
/doors/product/baseboard-colonial-7-inch-bas704/,/products/trim-mouldings/baseboard-colonial-7-inch-bas704/,301
/upcp_product/baseboard-sharp-bevel-7-inch-bas712/,/products/trim-mouldings/baseboard-sharp-bevel-7-inch-bas712/,301
/mouldings/product/baseboard-sharp-bevel-7-inch-bas712/,/products/trim-mouldings/baseboard-sharp-bevel-7-inch-bas712/,301
/interior-doors/product/baseboard-sharp-bevel-7-inch-bas712/,/products/trim-mouldings/baseboard-sharp-bevel-7-inch-bas712/,301
/doors/product/baseboard-sharp-bevel-7-inch-bas712/,/products/trim-mouldings/baseboard-sharp-bevel-7-inch-bas712/,301
/upcp_product/baseboard-ornamental-7-inch-bas773/,/products/trim-mouldings/baseboard-ornamental-7-inch-bas773/,301
/mouldings/product/baseboard-ornamental-7-inch-bas773/,/products/trim-mouldings/baseboard-ornamental-7-inch-bas773/,301
/interior-doors/product/baseboard-ornamental-7-inch-bas773/,/products/trim-mouldings/baseboard-ornamental-7-inch-bas773/,301
/doors/product/baseboard-ornamental-7-inch-bas773/,/products/trim-mouldings/baseboard-ornamental-7-inch-bas773/,301
/upcp_product/baseboard-antique-7-inch-bas-785/,/products/trim-mouldings/baseboard-antique-7-inch-bas-785/,301
